datetime,top_10,percent_change_values
2014-06-09,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'ABUJ.NS', 'MAHM.NS', 'NMDC.NS']","[0.0582153390648203, 0.0837915290110109, -0.0030158560131976, 0.0047239815221251, -0.062605885636221, -0.0407680945347119, 0.0417362816058808, -0.0390170295322267, -0.0032041008335823, -0.077023831431931]"
2014-06-16,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'ABUJ.NS', 'BAJA.NS', 'NMDC.NS']","[-0.0060850568062148, 0.0034746830863308, -0.0225392243295602, -0.0153743732706429, -0.0107506283691497, 0.0089313212195873, 0.0120663650075414, -0.0210856886496187, 0.0031293143120111, -0.0150439947940868]"
2014-06-23,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'TCS.NS', 'JNSP.NS', 'NMDC.NS']","[0.0580622502767649, 0.025970506924668, 0.01174182837932, 0.037314063556457, -0.001923505952693, -0.0177045177045177, 0.0170454545454543, 0.0464675349931241, 0.0043887147335422, 0.0314121347655493]"
2014-06-30,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'TCS.NS', 'GAIL.NS', 'NMDC.NS']","[-0.0046102662668588, -0.0007425057180258, 0.0452229339758509, 0.0765062940481526, 0.0341105868302782, 0.0767557489123678, 0.0014653356534481, 0.0045634057477248, 0.0195133256679614, 0.0276613752490153]"
2014-07-07,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'TCS.NS', 'BHEL.NS', 'NMDC.NS']","[-0.0311923454316506, 0.0142195350440281, -0.0966030359718012, -0.052166508987701, -0.064666395693023, -0.0375180375180375, 0.0111568846212466, -0.0066583567508523, -0.1543561142497142, -0.125611745010953]"
2014-07-14,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'TCS.NS', 'BPCL.NS', 'NMDC.NS']","[0.0350748777416465, -0.0007659439169669, 0.0712357460028652, 0.0079651847563531, 0.1217374526033312, 0.107046476761619, -0.0104911393450355, 0.0195241973995938, 0.0251450995546187, 0.0848880633193138]"
2014-07-21,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'AXBK.NS', 'BPCL.NS', 'NMDC.NS']","[0.0258742057022793, 0.0547242150683067, -0.0168988825794268, -0.0060603659985739, -0.0095914712970686, 0.0390032502708559, 0.0073119458916004, -0.0140268612697686, 0.0146654866941138, 0.0103181342114664]"
2014-07-28,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'WIPR.NS', 'AXBK.NS', 'BPCL.NS', 'NMDC.NS']","[-0.022717836480483, -0.0424052776057679, -0.114173756652176, 0.0305662933885944, -0.0158715770342027, -0.0391032325338894, -0.0273114962344614, -0.0255570942968651, -0.0240047337296646, -0.03687944357447]"
2014-08-04,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'PGRD.NS', 'AXBK.NS', 'BPCL.NS', 'NMDC.NS']","[0.0288635255025131, 0.019450442421278, -0.0176346396020447, 0.0141531322505799, -0.0201367350619334, -0.0018990775908845, 0.006870177340898, -0.041343669250646, -0.0187060754101634, 0.0091310686767174]"
2014-08-11,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'BHEL.NS', 'AXBK.NS', 'BPCL.NS', 'NMDC.NS']","[-0.0173394280444971, 0.0033924643771718, 0.0286249402799561, 0.0167581789064288, 0.0074391043634081, -0.0290839902147321, -0.0454952283750657, 0.0183288409703503, 0.0826051067672932, 0.0183888182561191]"
2014-08-18,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'TISC.NS', 'HALC.NS', 'BHEL.NS', 'MAHM.NS', 'BPCL.NS', 'NMDC.NS']","[0.0724182861517894, 0.0368985149517087, 0.0376658658137913, 0.0331139487352569, -0.0072919041418149, 0.0218365061590146, 0.0683257923651696, 0.0560318664643398, 0.095622462849616, -0.0008598797244088]"
2014-08-25,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'HALC.NS', 'BHEL.NS', 'MAHM.NS', 'BPCL.NS', 'NMDC.NS']","[-0.0130434782608695, 0.0225741350101946, -0.0087662235888557, 0.0107628364520755, -0.0556940080182034, -0.067945205479452, 0.0589011841951099, 0.0110284872651507, 0.0331845693372936, -0.0272519071815463]"
2014-09-01,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'HALC.NS', 'BHEL.NS', 'MAHM.NS', 'BPCL.NS', 'SBI.NS']","[0.0470736312146002, 0.0205732921735901, 0.0564035517556438, 0.0345663494343688, 0.0155479632816981, -0.0141093474426807, -0.0751349563462234, 0.0007106310403639, -0.008065694784179, 0.0156439241017359]"
2014-09-08,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'GAIL.NS', 'MAHM.NS', 'BPCL.NS', 'SBI.NS']","[0.0024041351123933, -0.0260168489041672, -0.0210219462280112, 0.0316063525123666, 0.0672842739232657, 0.0179394030186135, 0.0135845685844843, -0.0134568953273682, -0.0080586656209541, 0.0455728907880355]"
2014-09-15,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'TEML.NS', 'MAHM.NS', 'BPCL.NS', 'SBI.NS']","[-0.0223048327137547, 0.0324181915426509, -0.029296253886306, 0.0372165017834309, 0.0051344484437856, 0.0307947019867549, 0.019394514128472, -0.0113010617239518, -0.0379126314507921, -0.023722551703163]"
2014-09-22,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'TEML.NS', 'MAHM.NS', 'BPCL.NS', 'ICBK.NS']","[-0.0444008340488163, 0.0241701957717621, -0.0368363877569449, -0.014404360238775, -0.05550581915846, -0.0152050540743119, -0.0020176475593778, 0.0144880055331078, -0.0270826175410456, -0.0525961444015043]"
2014-09-29,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'TEML.NS', 'MAHM.NS', 'INBK.NS', 'ICBK.NS']","[-0.0246438197920678, 0.0152566817226853, -0.0197493947922857, -0.0220704410796577, 0.0020630052969055, 0.0052553368852161, 0.0192257822651793, -0.0027270443862356, -0.0370399999999999, -0.0332217170254935]"
2014-10-06,"['AXBK.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'TEML.NS', 'MAHM.NS', 'PGRD.NS', 'ICBK.NS']","[-0.001973943939992, -0.0015228376145072, 0.0102637277827783, -0.0015988151937932, -0.0439572668595593, -0.0423637150274012, -0.0721001308796454, -0.0519915086532579, 0.0007355221364562, 0.0210659787493725]"
2014-10-13,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'BOB.NS', 'LUPN.NS', 'TEML.NS', 'MAHM.NS', 'PGRD.NS', 'ASPN.NS']","[-0.0064079329661675, -0.1335251769427395, -0.0060203973302247, -0.0084620052592542, 0.0149575136771038, 0.0143819886299463, -0.0282379173430867, -0.0483148626081676, -0.0143329356326954, -0.032935430934896]"
2014-10-20,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'SBI.NS', 'LUPN.NS', 'DLF.NS', 'MAHM.NS', 'PGRD.NS', 'ICBK.NS']","[0.0365204378193537, 0.0133842599027802, 0.0726478005775184, 0.0762979837475774, 0.0006014745828483, 0.0324388523920868, 0.0652753108348135, 0.0079361914257227, 0.0428783986852114, 0.0171094239735764]"
2014-10-27,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'INBK.NS', 'LUPN.NS', 'PNBK.NS', 'MAHM.NS', 'GAIL.NS', 'ICBK.NS']","[0.0486905169765821, 0.0542391810598135, 0.0622412216706993, 0.0542568314642235, 0.040606936416185, -0.0156738684976812, -0.006563553545168, 0.033631399857561, 0.0959585446456035, 0.0325642143748168]"
2014-11-03,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'INBK.NS', 'LUPN.NS', 'BHEL.NS', 'PGRD.NS', 'GAIL.NS', 'TEML.NS']","[0.0474646217933452, 0.0063727902803005, -0.0009966326849418, -0.0146527829799985, 0.0115261769198722, 0.0367408056681639, -0.0348837047052536, -0.0109214271091635, -0.0827345523275076, 0.0530777592549078]"
2014-11-10,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'BHEL.NS', 'PGRD.NS', 'GAIL.NS', 'TEML.NS']","[-0.0320095184300781, -0.0049115368753491, -0.0194400112161218, 0.0125290799337054, 0.0125265392781315, 0.0173318772677635, -0.0126505360720307, -0.0055210544466259, 0.0095866803178534, -0.0051477537655565]"
2014-11-17,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'PGRD.NS', 'GAIL.NS', 'BOB.NS']","[-0.0141524766203545, 0.0198361582425854, 0.0275336378808181, 0.0076586926161192, 0.0001048437827637, 0.0133661137851033, -0.0222435151598111, 0.0170019907802321, -0.0284868041285751, 0.0283663366336633]"
2014-11-24,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0300918029374728, 0.0119927989245158, -0.0161735632716697, -0.0026378146376359, 0.0089107872942657, 0.0117546557321033, 0.0506089878202438, 0.0441845354126054, 0.0082757919619596, 0.0467433687960332]"
2014-12-01,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[-0.0485092689790133, -0.0394321635341153, -0.0066183878987237, 0.0190962883270575, 0.036055694098088, -0.0041879158364011, 0.0491038710107267, -0.0119788425637833, 0.0254218233865601, 0.0159584253127298]"
2014-12-08,"['BPCL.NS', 'HCLT.NS', 'LART.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[-0.05978448633486, -0.0527930782585213, -0.0721830921301698, -0.0090319931966803, -0.030388125564136, -0.016550788536544, -0.0109869173123332, -0.0195244843331758, -0.0375208802787383, -0.0406499932099044]"
2014-12-15,"['BPCL.NS', 'HCLT.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[-0.0207459606374458, 0.0507107684426832, -0.0480519220326485, -0.0058887935371231, 0.0141704592470004, -0.0219333034451839, -0.0103384062158864, -0.0231251003693594, 0.0280103882177078, -0.0181664220182879]"
2014-12-22,"['BPCL.NS', 'HCLT.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[-0.0123136085148521, -0.0154480705865995, -0.0081172616036143, -0.0078287789486218, 0.0085670576236613, -0.0078276506470151, 0.0179730080456788, 0.0115074798619101, -0.0141853953501764, 0.0267204921184158]"
2014-12-29,"['HDBK.NS', 'HCLT.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0159982723865843, 0.0259483310803743, 0.0660201023719146, 0.0079505565389577, 0.0401456163413893, 0.0180176978570667, 0.0400917840525207, 0.0247033967170486, 0.0323408760513037, 0.0262591275042127]"
2015-01-05,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0107220838126689, 0.0698451379608522, 0.04831946794978, 0.0323252768186688, -0.0376239548901419, -0.0080988619702575, -0.017036401519794, -0.0382236320380651, -0.0564449304185573, -0.0326567844925883]"
2015-01-12,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0263414331486595, 0.0252764612954186, 0.0380923241898421, 0.0427887665071218, 0.0401050611172844, 0.0051735060181599, 0.0372194513715711, 0.0404023746701847, 0.0351030754721528, 0.0192371163185438]"
2015-01-19,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0413941368198149, -0.0072024939979216, 0.0221116260862459, -0.0027373776475142, 0.0978049728049728, 0.0429956934281012, 0.0306545651259242, 0.0380408939610081, 0.0476190372568423, 0.0320581024193922]"
2015-01-26,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0331319655083597, -0.0455497004259004, -0.0050458982105507, 0.0112706906590511, 0.0406086879589491, 0.0643526133807781, 0.0149880445558989, -0.0564971751412429, -0.0269759916638583, -0.1342447333034513]"
2015-02-02,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[-0.0221376983464869, -0.0418242323400392, -0.07006700671235, -0.0396863476222463, -0.0424247576942697, -0.0111019996215226, -0.0286141116984601, -0.0603657549765334, -0.0869143255301957, -0.0890499611700751]"
2015-02-09,"['HDBK.NS', 'KTKM.NS', 'ASPN.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0116753469166734, 0.0336253847975371, 0.0364821583245014, 0.032647176383258, 0.0318742786113825, 0.0712827709383172, 0.0355495090500415, 0.0573544609025145, 0.0440261138338071, 0.0397840295538505]"
2015-02-16,"['HDBK.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ICBK.NS', 'BOB.NS']","[0.0068024416698955, -0.0085910652920961, 0.0084290755864633, -0.019242732136192, -0.0337291344002753, 0.007085653041174, 0.0016564802650367, -0.0151490470760708, -0.0375163144523638, 0.0019130910084723]"
2015-02-23,"['HDBK.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ASPN.NS', 'BOB.NS']","[-0.0017240471078397, 0.0761024455998458, 0.0090243438654424, 0.0207196921645735, 0.0910062333036509, 0.0328731486682236, 0.0453353102189781, -0.0021501819384718, -0.0131404528216485, 0.0103655210038187]"
2015-03-02,"['HDBK.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ASPN.NS', 'BOB.NS']","[0.0129761120319389, 0.0108800687162236, 0.0842312932209958, 0.0159907204109532, 0.0068560235063661, 0.0522052720455652, -0.0036550106377174, -0.0260235372120005, 0.018690449003339, -0.0062095032397406]"
2015-03-09,"['HDBK.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SBI.NS', 'ASPN.NS', 'BOB.NS']","[-0.0391209465800396, -0.0502743848468755, -0.0482082106184801, -0.007624872579001, -0.0758754863813229, 0.0213257895166334, -0.0416119141480507, -0.0444179714091218, -0.0305792171974875, -0.0274381961423526]"
2015-03-16,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'HLL.NS', 'ASPN.NS', 'BOB.NS']","[-0.0298020112368862, -0.0011556383970177, -0.0057540579320176, -0.0073547538828169, -0.0241228070175438, 0.0154206727568115, 0.0127399451553931, -0.0465165527856225, 0.0019173638842648, -0.0354748603351955]"
2015-03-23,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'HLL.NS', 'ASPN.NS', 'BOB.NS']","[-0.0173996995334535, -0.0302679704411434, -0.0082880650465023, -0.0038081046400926, -0.0177078651685393, 0.025441955620836, -0.0063180459186551, -0.0496231848050963, -0.0392617217661398, -0.0677671589921807]"
2015-03-30,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SUN.NS', 'HDBK.NS', 'JNSP.NS']","[-0.0228488434601615, 0.0476465381210791, 0.0224783568908166, 0.0095982050110108, 0.0425512445095168, 0.0423061182729691, 0.0505251206358217, 0.0587572834549283, 0.0129902235808825, -0.0272045028142588]"
2015-04-06,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SUN.NS', 'HDBK.NS', 'YESB.NS']","[0.0280597104862634, 0.0450754931854084, -0.011908109145257, 0.0060087249979421, -0.002808742210129, -0.0359754601226993, 0.0216157795190488, 0.0357027239513481, 0.0090973885189191, -0.0087642486463002]"
2015-04-13,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SUN.NS', 'HDBK.NS', 'YESB.NS']","[-0.0280692457115042, -0.0252038807649044, -0.0295941863486265, -0.0054000981836033, -0.0604700290467387, -0.0988443132063945, -0.073261042052367, -0.0732306318374637, -0.023401845291638, -0.0394018514122953]"
2015-04-20,"['HCLT.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'BPCL.NS', 'HDBK.NS', 'YESB.NS']","[-0.0458993904724158, -0.0131982258122678, -0.0628306940484098, -0.0289020511133047, -0.0120854412591344, -0.0072879297194993, -0.0518835616438356, -0.0304347364897383, -0.0115885174522553, 0.0179763404991351]"
2015-04-27,"['IDFC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'SUN.NS', 'HDBK.NS', 'YESB.NS']","[0.0014911312232854, -0.0258359217979169, -0.0025876816629539, 0.0520839216129214, 0.0769084874348031, 0.0087641920154795, -0.0081271446631749, -0.0132947976878612, -0.0175368680636468, 0.0188117592807961]"
2015-05-04,"['IDFC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'NTPC.NS', 'HDBK.NS', 'YESB.NS']","[-0.0464562092056201, -0.0025508290194313, 0.0294025352796971, -0.0309459586403102, -0.047551954913702, -0.0012411497560013, -0.0162053896576838, -0.0596025947984507, -0.0068770051867219, -0.015903269998213]"
2015-05-11,"['IDFC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'HDBK.NS', 'YESB.NS']","[-0.0212367943230538, 0.0113200451297479, 0.0437604591680236, 0.0167979947653402, 0.0392936390532543, -0.0486344508148105, 0.0282559072120427, -0.0220438249885838, 0.0082484622159806, 0.0283863938990436]"
2015-05-18,"['IDFC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'AXBK.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'HLL.NS', 'YESB.NS']","[-0.0130822672375157, 0.0317950243575917, -0.0138288657198266, 0.0085394421442581, 0.0117427275153456, 0.0302508534956211, 0.0230995380092398, 0.0768683360311734, 0.0185731177044898, 0.0203637808251428]"
2015-05-25,"['TISC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'HDBK.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'REDY.NS', 'YESB.NS']","[-0.0322580524070179, 0.0086498954804297, -0.0347975053868985, 0.0224574955098513, 0.0215383056106716, 0.0565064545873674, 0.0250410509031198, 0.0270284046189788, -0.0261019283746556, 0.0178230940864569]"
2015-06-01,"['TISC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'HDBK.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'VDAN.NS', 'YESB.NS']","[-0.0529679929578921, -0.0306939183877653, -0.04273961289352, -0.006933988430145, -0.0369330848351218, -0.0309014046093004, -0.0451970936552433, -0.0808805356816974, -0.0767676767676767, -0.0667572821035928]"
2015-06-08,"['TISC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'VDAN.NS', 'YESB.NS']","[-0.0435551911414888, -0.0333615954583993, -0.0658475739034425, -0.0060248174600007, -0.0733713411829531, -0.0309580096814139, -0.0283420216909342, -0.0351453125088416, 0.0054704595185994, -0.0217999136628666]"
2015-06-15,"['TISC.NS', 'KTKM.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'VDAN.NS', 'YESB.NS']","[0.024869758056875, 0.0130043474944703, 0.0429812349349629, 0.0536689145793192, 0.0406405964100951, 0.0552973977695168, 0.0294770596941293, 0.0243766222915491, -0.0486942328618064, 0.0303557017816127]"
2015-06-22,"['TISC.NS', 'AXBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HCLT.NS', 'VDAN.NS', 'YESB.NS']","[-0.0206590961171884, 0.0160812146258198, 0.0208521807594455, 0.0336774734275591, 0.0330083702083843, 0.0136503742844562, 0.0415718222115728, 0.0425288780036123, 0.0, 0.0251235691047115]"
2015-06-29,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'KTKM.NS', 'VDAN.NS', 'YESB.NS']","[0.0085383889369974, 0.0280887383733074, 0.019780364237778, -0.0174572169191267, 0.0542674104008038, 0.0322274109470026, 0.0277202668507017, 0.0521723122238585, -0.0245925078638832, 0.0242138686915152]"
2015-07-06,"['TISC.NS', 'HALC.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'KTKM.NS', 'VDAN.NS', 'YESB.NS']","[-0.0673970371762789, -0.033271719038817, 0.0260470625782924, -0.0161294355947885, 0.0036648754069288, -0.0156763723401457, 0.0016228315612758, -0.0070336284424536, -0.1427733802403988, -0.0705801342744019]"
2015-07-13,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'KTKM.NS', 'VDAN.NS', 'YESB.NS']","[0.0112139393248644, 0.023548430421779, 0.0574073219092481, 0.0657279381862545, 0.0297215014228111, 0.0544317665606712, 0.0457008771439744, 0.0334789963349309, -0.0044459644322843, 0.0181515095388034]"
2015-07-20,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'KTKM.NS', 'VDAN.NS', 'HALC.NS']","[-0.0668895987249119, -0.0024312066735042, -0.0103619331232737, 0.0098259003100404, -0.0211800308978675, -0.1525088697415104, 0.0213709461986428, -0.0115256086748959, -0.0900034352456201, 0.0172093023255813]"
2015-07-27,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'KTKM.NS', 'VDAN.NS', 'HALC.NS']","[-0.0684776870142943, 0.0034299945235596, 0.0456422259120004, 0.0229677388881015, 0.0608297441067096, 0.0147120387536632, 0.0228592352356542, -0.0404305229750242, -0.0166100415251037, -0.0379515317786921]"
2015-08-03,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'YESB.NS', 'VDAN.NS', 'HALC.NS']","[0.0613609351792576, -0.0170916559154908, 0.0086031531103509, 0.0280506527837098, 0.0553999558793247, -0.001355572582071, -0.0314513654495244, -0.0161685729684413, -0.0072936660268713, 0.0413498098859315]"
2015-08-10,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'YESB.NS', 'VDAN.NS', 'ZEE.NS']","[-0.0933028110012657, 0.0083741012827043, 0.0341886170118239, 0.0268473708440473, -0.0249285527278066, 0.0584572710103872, 0.0127250646813452, -0.0300079718785091, -0.17169373549884, 0.0239024390243902]"
2015-08-17,"['TISC.NS', 'HDBK.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HALC.NS', 'VDAN.NS', 'ZEE.NS']","[-0.0014730668226926, -0.036758005550356, -0.0570579233348927, -0.0011262985237834, -0.0498359112833834, 0.0470322562658562, -0.0560479666319082, -0.0802139037433155, -0.1167133520074696, -0.0871843735111959]"
2015-08-24,"['TISC.NS', 'NMDC.NS', 'CIPL.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HALC.NS', 'VDAN.NS', 'REDY.NS']","[-0.0349842360892359, 0.1049724815988017, -0.0538428362562589, -0.07914874051693, -0.0187317507120361, -0.0090265203962083, -0.0636288318144159, -0.0505813953488371, 0.0206131078224101, 0.0074096385542168]"
2015-08-31,"['TISC.NS', 'NMDC.NS', 'ONGC.NS', 'MRTI.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HALC.NS', 'VDAN.NS', 'ZEE.NS']","[-0.0438959684914911, -0.0175001442856149, -0.0894226122637819, -0.0338932677104509, -0.07818228281646, -0.0006717360346077, -0.0080811655754143, -0.0949173300673607, -0.034179181771103, -0.0711340206185567]"
2015-09-07,"['TISC.NS', 'NMDC.NS', 'ONGC.NS', 'REDY.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HALC.NS', 'VDAN.NS', 'ZEE.NS']","[0.0641845008555055, 0.019847434621484, 0.0124140484790717, -0.0161274509803922, 0.0051283484288899, -0.0266724026672402, 0.0331826831588963, 0.0297699594046005, 0.0402144772117962, 0.0876803551609324]"
2015-09-14,"['TISC.NS', 'NMDC.NS', 'ONGC.NS', 'TAMO.NS', 'BOSH.NS', 'LUPN.NS', 'INBK.NS', 'HALC.NS', 'VDAN.NS', 'ZEE.NS']","[-0.0208199460868033, 0.0289421082864975, 0.0475148029276097, -0.0534537116652335, -0.0023778622819898, 0.0490883977900551, 0.0574997122136524, -0.0026281208935609, 0.020103092783505, 0.0169642857142857]"
